,Title,Cited
757,LESSON: Learning to Integrate Exploration Strategies for Reinforcement Learning via an Option Framework,-1
1424,Learning to Optimize Differentiable Games,-1
1425,Decentralized SGD and Average-direction SAM are Asymptotically Equivalent,-1
759,SeedGNN: Graph Neural Network for Supervised Seeded Graph Matching,-1
1070,On the Privacy-Robustness-Utility Trilemma in Distributed Learning,-1
418,Recovery Bounds on Class-Based Optimal Transport: A Sum-of-Norms Regularization Framework,-1
417,Jump-Start Reinforcement Learning,-1
416,Robust Explanation for Free or At the Cost of Faithfulness,-1
1033,Solving Linear Programs with Fast Online Learning Algorithms,-1
39,Model-based Reinforcement Learning with Scalable Composite Policy Gradient Estimators,-1
1434,Diversity-enhancing Generative Network for Few-shot Hypothesis Adaptation,-1
1435,Target-Aware Generative Augmentations for Single-Shot Adaptation,-1
1436,Constant Matters: Fine-grained Error Bound on Differentially Private Continual Observation,-1
755,Biases in Evaluation of Molecular Optimization Methods and Bias Reduction Strategies,-1
429,Fair and Accurate Decision Making through Group-Aware Learning,-1
432,Network Effects in Performative Prediction Games,-1
1412,Averaged Method of Multipliers for Bi-Level Optimization without Lower-Level Strong Convexity,-1
1393,Disentangled Multiplex Graph Representation Learning,-1
449,A Game-Theoretic Framework for Managing Risk in Multi-Agent Systems,-1
1395,Personalized Federated Learning with Inferred Collaboration Graphs,-1
447,Kernel Logistic Regression Approximation of an Understandable ReLU Neural Network,-1
1398,Constrained Efficient Global Optimization of Expensive Black-box Functions,-1
445,Cramming: Training a Language Model on a single GPU in one day.,-1
443,Multi-Objective GFlowNets,-1
442,A Simple Zero-shot Prompt Weighting Technique to Improve Prompt Ensembling in Text-Image Models,-1
1041,Scalable Safe Policy Improvement via Monte Carlo Tree Search,-1
440,Probably Anytime-Safe Stochastic Combinatorial Semi-Bandits,-1
1404,Fed-CBS: A Heterogeneity-Aware Client Sampling Mechanism for Federated Learning via Class-Imbalance Reduction,-1
1405,Orthogonality-Enforced Latent Space in Autoencoders: An Approach to Learning Disentangled Representations,-1
438,Online Restless Bandits with Unobserved States,-1
437,Adaptive Barrier Smoothing for First-Order Policy Gradient with Contact Dynamics,-1
434,The case for 4-bit precision: k-bit Inference Scaling Laws,-1
1410,Bayesian online change point detection with Hilbert space approximate Student-t process,-1
433,MyoDex: A Generalizable Prior for Dexterous Manipulation,-1
1437,PixelAsParam: A Gradient View on Diffusion Sampling with Guidance,-1
413,Global optimality for Euclidean CCCP under Riemannian convexity,-1
763,Do Embodied Agents Dream of Pixelated Sheep: Embodied Decision Making using Language Guided World Modelling,-1
394,"Neuro-Symbolic Continual Learning: Knowledge, Reasoning Shortcuts and Concept Rehearsal",-1
1467,I$^2$SB: Image-to-Image Schrödinger Bridge,-1
1468,LookupFFN: Making Transformers Compute-lite for CPU inference,-1
1469,Learning to Learn from APIs: Black-Box Data-Free Meta-Learning,-1
1470,Continual Vision-Language Representation Learning with Off-Diagonal Information,-1
392,QAS-Bench: Rethinking Quantum Architecture Search and A Benchmark,-1
1473,Differentially Private Stochastic Convex Optimization under a Quantile Loss Function,-1
391,Robust Situational Reinforcement Learning in Face of Context Disturbances,-1
1476,Self-Attention Amortized Distributional Projection Optimization for Sliced Wasserstein Point-Cloud Reconstruction,-1
1477,Learning Affinity with Hyperbolic Representation for Spatial Propagation,-1
1478,Make-An-Audio: Text-To-Audio Generation with Prompt-Enhanced Diffusion Models,-1
389,Semi-Supervised Offline Reinforcement Learning with Action-Free Trajectories,-1
774,Secure Federated Correlation Test and Entropy Estimation,-1
775,Meta-Learning the Inductive Bias of Simple Neural Circuits,-1
386,A Critical View of Vision-Based Long-Term Dynamics Prediction Under Environment Misalignment,-1
1484,SurProGenes: Survival Risk-Ordered Representation of Cancer Patients and Genes for the Identification of Prognostic Genes,-1
37,Lottery Tickets in Evolutionary Optimization: On Sparse Backpropagation-Free Trainability,-1
1486,"Understanding Int4 Quantization for Language Models: Latency Speedup, Composability, and Failure Cases",-1
1466,Learning Functional Distributions with Private Labels,-1
1022,Attention-Based Recurrence for Multi-Agent Reinforcement Learning under Stochastic Partial Observability,-1
411,A Category-theoretical Meta-analysis of Definitions of Disentanglement,-1
38,Slot-VAE: Object-Centric Scene Generation with Slot Attention,-1
409,On the Initialization of Graph Neural Networks,-1
408,Random Matrix Analysis to Balance between Supervised and Unsupervised Learning under the Low Density Separation Assumption,-1
764,Nearly Minimax Optimal Regret for Learning Linear Mixture Stochastic Shortest Path,-1
406,Trapdoor Normalization with Irreversible Ownership Verification,-1
1029,Loss-Guided Diffusion Models for Plug-and-Play Controllable Generation,-1
1446,Interval Bound Interpolation for Few-shot Learning with Few Tasks,-1
1447,NTK-approximating MLP Fusion for Efficient Language Model Fine-tuning,-1
1449,Everyone's Preference Changes Differently: A Weighted Multi-Interest Model For Retrieval,-1
402,Nearly Optimal Competitive Ratio for Online Allocation Problems with Two-sided Resource Constraints and Finite Requests,-1
1451,MetricGAN-OKD: Multi-Metric Optimization of MetricGAN via Online Knowledge Distillation for Speech Enhancement,-1
1453,Complementary Attention for Multi-Agent Reinforcement Learning,-1
1454,2D-Shapley: A Framework for Fragmented Data Valuation,-1
1455,Explaining the effects of non-convergent MCMC in the training of Energy-Based Models,-1
400,Bilevel Optimization with Coupled Decision-Dependent Distributions,-1
1457,Interpolation for Robust Learning: Data Augmentation on Wasserstein Geodesics,-1
1460,Context-Aware Bayesian Network Actor-Critic Methods for Cooperative Multi-Agent Reinforcement Learning,-1
769,Multiply Robust Off-policy Evaluation and Learning under Truncation by Death,-1
1392,Efficient Personalized Federated Learning via Sparse Model-Adaptation,-1
1391,End-to-End Full-Atom Antibody Design,-1
1390,Cold Analysis of Rao-Blackwellized Straight-Through Gumbel-Softmax Gradient Estimator,-1
1319,Towards a better understanding of representation dynamics under TD-learning,-1
517,Exploring the Limits of Model-Targeted Indiscriminate Data Poisoning Attacks,-1
1322,Sliced-Wasserstein on Symmetric Positive Definite Matrices for M/EEG Signals,-1
1323,On Uni-Modal Feature Learning in Supervised Multi-Modal Learning,-1
516,Overcoming Simplicity Bias in Deep Networks using a Feature Sieve,-1
515,GuardHFL: Privacy Guardian for Heterogeneous Federated Learning,-1
1326,Implicit Jacobian regularization weighted with impurity of probability output,-1
1065,Function-Space Regularization in Neural Networks: A Probabilistic Perspective,-1
1328,SRATTA: Sample Re-ATTribution Attack of Secure Aggregation in Federated Learning.,-1
1329,Shape-Guided Dual-Memory Learning for 3D Anomaly Detection,-1
512,Collaborative Causal Inference with Fair Incentives,-1
52,Can Large Language Models Reason about Program Invariants?,-1
510,Discover-Then-Rank Unlabeled Support Vectors in the Dual Space for Multi-Class Active Learning,-1
1334,Meta Learning of Interface Conditions for Multi-Domain Physics-Informed Neural Networks,-1
508,Expectation-Complete Graph Representations with Homomorphisms,-1
1336,SAAL: Sharpness-Aware Active Learning,-1
507,Constrained Phi-Equilibria,-1
1061,Multi-Layer Neural Networks as Trainable Ladders of Hilbert Spaces,-1
1320,VA-learning as a more efficient alternative to Q-learning,-1
520,STEP: Learning N:M Structured Sparsity Masks from Scratch with Precondition,-1
1059,Benign Overfitting in Two-layer ReLU Convolutional Neural Networks,-1
521,Speeding Up Bellman Ford via Minimum Violation Permutations,-1
542,FP-Diffusion: Improving Score-based Diffusion Models by Enforcing the Underlying Score Fokker-Planck Equation,-1
541,NNSplitter: An Active Defense Solution for DNN Model via Automated Weight Obfuscation,-1
732,Learning for Edge-Weighted Online Bipartite Matching with Robustness Guarantees,-1
539,"Fast, Differentiable and Sparse Top-k: a Convex Analysis Perspective",-1
733,Improved Algorithms for Multi-period Multi-class Packing Problems with Bandit Feedback,-1
1304,Achieving High Accuracy with PINNs via Energy Natural Gradient Descent,-1
537,Anti-Exploration by Random Network Distillation,-1
536,QASA: Advanced Question Answering on Scientific Articles,-1
1307,Neural Wasserstein Gradient Flows for Discrepancies with Riesz Kernels,-1
1067,Distribution-dependent McDiarmid-type Inequalities for Functions of Unbounded Interaction,-1
1309,"Bigger, Better, Faster: Human-level Atari with human-level efficiency",-1
533,Sampling-Based Accuracy Testing of Posterior Estimators for General Inference,-1
530,Discrete Continuous Optimization Framework for Simultaneous Clustering and Training in Mixture Models,-1
528,Principled Offline RL in the Presence of Rich Exogenous Information,-1
525,Context Consistency Regularization for Label Sparsity in Time Series,-1
524,How much does Initialization Affect Generalization?,-1
523,Compositional Exemplars for In-context Learning,-1
501,Best Arm Identification in Multi-Agent Multi-Armed Bandits,-1
497,Fast Algorithms for Distributed k-Clustering with Outliers,-1
1043,Regularization-free Diffeomorphic Temporal Alignment Nets,-1
474,Conformal Prediction Sets for Graph Neural Networks,-1
1370,The Power of Preconditioning in Overparameterized Low-Rank Matrix Sensing,-1
80,Sparse Learning of Dynamical Systems in RKHS: An Operator-Theoretic Approach,-1
470,Nearly-tight Bounds for Deep Kernel Learning,-1
1049,A Two-Stage Active Learning Algorithm for k-Nearest Neighbors,-1
1047,Bayesian Reparameterization of Reward-Conditioned Reinforcement Learning with Energy-based Models,-1
466,Thompson Sampling with Less Exploration is Fast and Optimal,-1
1377,Coordinated Dynamic Bidding in Repeated Second-Price Auctions with Budgets,-1
749,"Monge, Bregman and Occam: Interpretable Optimal Transport in High-Dimensions with Feature-Sparse Maps",-1
1379,OpenFE: Automated Feature Generation with Expert-level Performance,-1
463,Deep Perturbation Learning: Enhancing the Network Performance via Image Perturbations,-1
1045,POUF: Prompt-Oriented Unsupervised Fine-tuning for Large Pre-trained Models,-1
460,Learning Controllable Degradation for Real-World Super-Resolution via Constrained Flows,-1
453,Input uncertainty propagation through trained neural networks,-1
1385,On the Identifiability and Estimation of Causal Location-Scale Noise Models,-1
1386,PWSHAP: A Path-Wise Explanation Model for Targeted Variables,-1
452,Optimally-weighted Estimators of the Maximum Mean Discrepancy for Likelihood-Free Inference,-1
1388,Shedding a PAC-Bayesian Light on Adaptive Sliced-Wasserstein Distances,-1
1050,Consistency Models,-1
908,Provable Data Subset Selection For Efficient Neural Networks Training,-1
1057,Diffusion Based Representation Learning,-1
477,Efficient Training of Language Models using Few-Shot Learning,-1
1346,A Gromov--Wasserstein Geometric View of Spectrum-Preserving Graph Coarsening,-1
493,UPop: Unified and Progressive Pruning for Compressing Vision-Language Transformers,-1
492,On the Within-Group Fairness of Screening Classifiers,-1
491,DiscoBAX - Discovery of optimal intervention sets in genomic experiment design,-1
490,"A Fast, Well-Founded Approximation to the Empirical Neural Tangent Kernel",-1
489,"DP-Fast MH: Private, Fast, and Accurate Metropolis-Hastings for Large-Scale Bayesian Inference",-1
745,Parallel $Q$-Learning: Scaling Off-policy Reinforcement Learning under Massively Parallel Simulation,-1
79,The Statistical Scope of Multicalibration,-1
1356,Escaping saddle points in zeroth-order optimization: the power of two-point estimators,-1
1357,SE(3) diffusion model with application to protein backbone generation,-1
1359,On the Correctness of Automatic Differentiation for Neural Networks with Machine-Representable Parameters,-1
482,Effective Structured Prompting by Meta-Learning and Representative Verbalizer,-1
747,Instrumental Variable Estimation of Average Partial Causal Effects,-1
480,Differentially Private Sharpness-Aware Training,-1
1051,Continuously Parameterized Mixture Models,-1
1364,The Fast Johnson-Lindenstrauss Transform Is Even Faster,-1
478,NeuralStagger: Accelerating Physics-constrained Neural PDE Solver with Spatial-temporal Decomposition,-1
906,A Kernel-Based View of Language Model Fine-Tuning,-1
